English Word,Telugu Translation
phone,ఫోన్
You,మీరు
understand,అర్థం చేసుకోండి
pleaded,విజ్ఞప్తి
reached,చేరుకుంది
mobile,మొబైల్
Humvee,హమ్వీ
am,am
why,ఎందుకు
seeing,చూస్తున్నారు
anyone,ఎవరైనా
else,లేకపోతే
persistence,పట్టుదల
well,బాగా
talent,ప్రతిభ
eventually,చివరికి
convinced,ఒప్పించింది
arrogant,అహంకారం
snobbish,స్నోబిష్
heir,వారసుడు
Pittsburgh,పిట్స్బర్గ్
steel,స్టీల్
resentful,ఆగ్రహం
affection,ఆప్యాయత
Michael,మైఖేల్
Biehn,బీహ్న్
collaborated,సహకరించారు
Terminator,టెర్మినేటర్
Aliens,గ్రహాంతరవాసులు
Abyss,అబిస్
before,ముందు
offering,సమర్పణ
Rob,రాబ్
Lowe,లోవే
pursued,వెంబడించారు
arranges,ఏర్పాట్లు
society,సమాజం
Like,ఇష్టం
many,చాలా
aristocratic,కులీన
disposition,స్థానభ్రంశం
elitist,ఎలిటిస్ట్
frivolous,పనికిరానిది
loves,ప్రేమలు
daughter,కుమార్తె
believes,నమ్మకం
position,స్థానం
important,ముఖ్యమైనది
having,కలిగి
loving,ప్రేమ
dislikes,అయిష్టాలు
though,అయితే
narrates,కథనం
framing,ఫ్రేమింగ్
device,పరికరం
stated,పేర్కొన్నారు
order,ఆర్డర్
see,చూడండి
past,గత
decided,నిర్ణయించారు
create,సృష్టించండి
survivor,సర్వైవర్
close,దగ్గరగా
connects,కనెక్ట్ అవుతుంది
us,మాకు
way,మార్గం
through,ద్వారా
history,చరిత్ర
gives,ఇస్తుంది
information,సమాచారం
regarding,గురించి
shares,షేర్లు
speaks,మాట్లాడుతుంది
relationship,సంబంధం
since,నుండి
At,వద్ద
older,పాత
Of,యొక్క
My,నా
found,కనుగొన్నారు
out,అవుట్
mission,మిషన్
retired,రిటైర్డ్
Golden,బంగారు
Age,వయస్సు
thirties,ముప్పైలు
forties,నలభైలు
Fay,ఫే
Wray,వ్రే
lucid,లూసిడ్
such,అలాంటిది
spirit,ఆత్మ
saw,చూసింది
connection,కనెక్షన్
between,మధ్య
joie,జోయి
de,డి
vivre,వివ్రే
thought,ఆలోచన
audience,ప్రేక్షకులు
cognitive,అభిజ్ఞా
leap,లీపు
treasure,నిధి
hunter,హంటర్
Time,సమయం
funding,నిధులు
expedition,యాత్ర
running,నడుస్తున్న
reflects,ప్రతిబింబిస్తుంది
conclusion,ముగింపు
despite,ఉన్నప్పటికీ
thinking,ఆలోచిస్తూ
understood,అర్థం
hears,వింటుంది
Suzy,సుజీ
Amis,అమిస్
Lizzy,లిజ్జీ
granddaughter,మనవరాలు
accompanies,తోడు
visits,సందర్శనలు
learns,నేర్చుకుంటుంది
grandmother,అమ్మమ్మ
De,డి
Rossi,రోసీ
Italian,ఇటాలియన్
best,ఉత్తమమైనది
fails,విఫలమవుతుంది
killed,చంపబడింది
funnels,ఫన్నెల్స్
crashes,క్రాష్లు
crushing,క్రషింగ్
several,అనేక
Spicer,స్పైసర్
ex,ఉదా
Pinkerton,పింకర్టన్
constable,కానిస్టేబుల్
English,ఆంగ్ల
valet,వాలెట్
bodyguard,బాడీగార్డ్
monitors,మానిటర్లు
suspicious,అనుమానాస్పదంగా
circumstances,పరిస్థితులలో
surrounding,చుట్టుపక్కల
rescuing,రక్షించడం
splits,చీలికలు
causing,కారణం
massive,భారీ
opening,తెరవడం
appeared,కనిపించాడు
TV,టీవీ
miniseries,మినిసిరీస్
Jason,జాసన్
Barry,బారీ
Tommy,టామీ
Ryan,ర్యాన్
Irish,ఐరిష్
befriends,మిత్రులుగా ఉండండి
accidentally,అనుకోకుండా
panicked,భయాందోళన
First,ప్రధమ
Officer,అధికారి
Murdoch,ముర్డోచ్
Historical,చారిత్రక
intended,ఉద్దేశించబడింది
entirely,పూర్తిగా
accurate,ఖచ్చితమైనది
depiction,చిత్రణ
events,సంఘటనలు
includes,కలిగి ఉంటుంది
portrayals,చిత్రణలు
various,వివిధ
figures,గణాంకాలు
Margaret,మార్గరెట్
Molly,మోలీ
Brown,బ్రౌన్
looked,చూసింది
upon,at
vulgar,అసభ్యకరమైన
new,క్రొత్తది
money,డబ్బు
friendly,స్నేహపూర్వక
lends,లెండ్స్
suit,సూట్
clothes,బట్టలు
bought,కొన్నారు
son,కొడుకు
invited,ఆహ్వానించబడింది
dinner,విందు
dining,భోజనం
saloon,సెలూన్
dubbed,డబ్
Unsinkable,అవాంఛనీయమైనది
historians,చరిత్రకారులు
because,ఎందుకంటే
support,మద్దతు
commandeered,కమాండెడ్
Lifeboat,లైఫ్ బోట్
Quartermaster,క్వార్టర్ మాస్టర్
Robert,రాబర్ట్
Hichens,హిచెన్స్
Some,కొన్ని
altercation,వాగ్వాదం
Reba,రెబా
McEntire,మెక్‌ఎంటైర్
offered,అందించబడింది
turn,మలుపు
conflicted,వివాదాస్పద
touring,పర్యటన
schedule,షెడ్యూల్
Victor,విక్టర్
Garber,గార్బెర్
Thomas,థామస్
Andrews,ఆండ్రూస్
builder,బిల్డర్
kind,రకం
decent,మంచి
man,మనిషి
modest,నమ్రత
grand,గ్రాండ్
achievement,సాధన
tries,ప్రయత్నాలు
convince,ఒప్పించారు
Ismay,ఇస్మే
mathematical,గణిత
certainty,నిశ్చయత
depicted,చిత్రీకరించబడింది
standing,నిలబడి
clock,గడియారం
smoking,ధూమపానం
lamenting,విలపిస్తోంది
failure,వైఫల్యం
build,బిల్డ్
strong,స్ట్రాంగ్
become,అవ్వండి
famous,ఫేమస్
legends,ఇతిహాసాలు
published,ప్రచురించబడింది
book,పుస్తకం
Shipbuilder,షిప్ బిల్డర్
therefore,అందువల్ల
perpetuated,శాశ్వతంగా
John,జాన్
steward,స్టీవార్డ్
fact,వాస్తవం
boat,పడవ
no,లేదు
approximately,సుమారు
There,అక్కడ
testimonies,సాక్ష్యాలు
sightings,వీక్షణలు
moment,క్షణం
appears,కనిపిస్తుంది
stayed,ఉండిపోయింది
some,కొన్ని
gather,సేకరించండి
thoughts,ఆలోచనలు
continued,కొనసాగింది
assisting,సహాయం
Captain,కెప్టెన్
Edward,ఎడ్వర్డ్
Smith,స్మిత్
planned,ప్రణాళిక
final,చివరి
retiring,పదవీ విరమణ
retreats,తిరోగమనాలు
wheelhouse,వీల్‌హౌస్
bridge,వంతెన
dying,చనిపోతోంది
windows,విండోస్
burst,పేలుడు
pressure,ఒత్తిడి
whilst,ఉన్నప్పుడు
clings,అతుక్కొని
wheel,చక్రం
conflicting,విరుద్ధమైన
whether,ఉందొ లేదో అని
manner,పద్ధతి
froze,స్తంభింపచేయండి
near,సమీపంలో
capsized,క్యాప్సైజ్ చేయబడింది
collapsible,కూలిపోతుంది
Bruce,బ్రూస్
White,తెలుపు
Star,స్టార్
Line,లైన్
ignorant,అజ్ఞానం
boorish,బూరిష్
managing,మేనేజింగ్
influences,ప్రభావాలు
faster,వేగంగా
prospect,ప్రాస్పెక్ట్
earlier,అంతకుముందు
arrival,రాక
New,క్రొత్తది
York,యార్క్
favorable,అనుకూలమైన
press,నొక్కండి
popular,జనాదరణ పొందింది
unsupported,మద్దతు లేదు
evidence,సాక్ష్యం
struggles,పోరాటాలు
comprehend,అర్థం చేసుకోండి
unsinkable,అవాంఛనీయమైనది
doomed,విచారకరంగా ఉంది
Collapsible,కూలిపోతుంది
last,చివరిది
lifeboats,లైఫ్ బోట్లు
leave,బయలుదేరండి
branded,బ్రాండెడ్
coward,పిరికి
public,ప్రజా
surviving,బతికి
drowned,మునిగిపోయింది
Eric,ఎరిక్
Braeden,Braeden
Jacob,జాకబ్
Astor,ఆస్టర్
IV,Iv
richest,ధనవంతుడు
depicts,వర్ణిస్తుంది
wife,భార్య
Madeleine,మడేలిన్
Charlotte,షార్లెట్
Chatton,చాటన్
introduced,పరిచయం
During,సమయంలో
introduction,పరిచయం
asks,అడుగుతుంది
connected,కనెక్ట్ చేయబడింది
Boston,బోస్టన్
Dawsons,డాసన్స్
question,ప్రశ్న
deflects,విక్షేపం
saying,చెప్పడం
instead,బదులుగా
affiliated,అనుబంధ
seen,చూసింది
glass,గ్లాస్
dome,గోపురం
implodes,ఇంప్లాడ్లు
surges,సర్జెస్
Colonel,సైనికాధికారి
Archibald,ఆర్కిబాల్డ్
Gracie,గ్రేసీ
comment,వ్యాఖ్య
machinery,యంత్రాలు
congratulating,అభినందనలు
saving,సేవింగ్
falling,పడిపోతుంది
unaware,తెలియదు
attempt,ప్రయత్నం
lead,సీసం
remaining,మిగిలి ఉంది
Frederick,ఫ్రెడరిక్
Fleet,నౌకాదళం
Night,రాత్రి
Remember,గుర్తుంచుకోండి
Ensign,ఎన్సైన్
Benjamin,బెంజమిన్
Guggenheim,గుగ్గెన్‌హీమ్
mining,గనుల తవ్వకం
magnate,మాగ్నేట్
traveling,ప్రయాణం
shows,ప్రదర్శనలు
French,ఫ్రెంచ్
mistress,మిస్ట్రెస్
Madame,మేడమ్
Aubert,ఆబెర్ట్
Fannie,ఫన్నీ
Brett,బ్రెట్
fellow,తోటి
daughters,కుమార్తెలు
wait,వేచి ఉండండి
home,హోమ్
joins,కలుస్తుంది
rescue,రెస్క్యూ
refers,సూచిస్తుంది
bohemian,బోహేమియన్
flooding,వరదలు
prepared,సిద్ధం
gentleman,పెద్దమనిషి
Evans,ఎవాన్స్
Jones,జోన్స్
Wallace,వాలెస్
Hartley,హార్ట్లీ
bandmaster,బ్యాండ్‌మాస్టర్
violinist,వయోలిన్
plays,నాటకాలు
uplifting,ఉద్ధరించడం
music,సంగీతం
colleagues,సహోద్యోగులు
plunge,గుచ్చు
begins,ప్రారంభమవుతుంది
leads,దారితీస్తుంది
band,బ్యాండ్
performance,పనితీరు
Nearer,దగ్గరగా
God,దేవుడు
Thee,నీవు
tune,ట్యూన్
Bethany,బెథానీ
Mark,మార్క్
Lindsay,లిండ్సే
Chapman,చాప్మన్
Chief,చీఫ్
Henry,హెన్రీ
Wilde,వైల్డ్
chief,చీఫ్
officer,అధికారి
Smith,స్మిత్
planned,ప్రణాళిక
final,చివరి
retiring,పదవీ విరమణ
retreats,తిరోగమనాలు
wheelhouse,వీల్‌హౌస్
bridge,వంతెన
dying,చనిపోతోంది
windows,విండోస్
burst,పేలుడు
pressure,ఒత్తిడి
whilst,ఉన్నప్పుడు
clings,అతుక్కొని
wheel,చక్రం
conflicting,విరుద్ధమైన
whether,ఉందొ లేదో అని
manner,పద్ధతి
froze,స్తంభింపచేయండి
near,సమీపంలో
capsized,క్యాప్సైజ్ చేయబడింది
collapsible,కూలిపోతుంది
Bruce,బ్రూస్
White,తెలుపు
Star,స్టార్
Line,లైన్
ignorant,అజ్ఞానం
boorish,బూరిష్
managing,మేనేజింగ్
influences,ప్రభావాలు
faster,వేగంగా
prospect,ప్రాస్పెక్ట్
earlier,అంతకుముందు
arrival,రాక
New,క్రొత్తది
York,యార్క్
favorable,అనుకూలమైన
press,నొక్కండి
popular,జనాదరణ పొందింది
unsupported,మద్దతు లేదు
evidence,సాక్ష్యం
struggles,పోరాటాలు
comprehend,అర్థం చేసుకోండి
unsinkable,అవాంఛనీయమైనది
doomed,విచారకరంగా ఉంది
Collapsible,కూలిపోతుంది
last,చివరిది
lifeboats,లైఫ్ బోట్లు
leave,బయలుదేరండి
branded,బ్రాండెడ్
coward,పిరికి
public,ప్రజా
surviving,బతికి
drowned,మునిగిపోయింది
Eric,ఎరిక్
Braeden,Braeden
Jacob,జాకబ్
Astor,ఆస్టర్
IV,Iv
richest,ధనవంతుడు
depicts,వర్ణిస్తుంది
wife,భార్య
Madeleine,మడేలిన్
Charlotte,షార్లెట్
Chatton,చాటన్
introduced,పరిచయం
During,సమయంలో
introduction,పరిచయం
asks,అడుగుతుంది
connected,కనెక్ట్ చేయబడింది
Boston,బోస్టన్
Dawsons,డాసన్స్
question,ప్రశ్న
deflects,విక్షేపం
saying,చెప్పడం
instead,బదులుగా
affiliated,అనుబంధ
seen,చూసింది
glass,గ్లాస్
dome,గోపురం
implodes,ప్రేరేపితాలు
surges,సర్జెస్
Colonel,సైనికాధికారి
Archibald,ఆర్కిబాల్డ్
Gracie,గ్రేసీ
comment,వ్యాఖ్య
machinery,యంత్రాలు
congratulating,అభినందనలు
saving,సేవింగ్
falling,పడిపోతుంది
unaware,తెలియదు
attempt,ప్రయత్నం
lead,సీసం
remaining,మిగిలి ఉంది
Frederick,ఫ్రెడరిక్
Fleet,నౌకాదళం
Night,రాత్రి
Remember,గుర్తుంచుకోండి
Ensign,ఎన్సైన్
Benjamin,బెంజమిన్
Guggenheim,గుగ్గెన్‌హీమ్
mining,గనుల తవ్వకం
magnate,మాగ్నేట్
traveling,ప్రయాణం
shows,ప్రదర్శనలు
French,ఫ్రెంచ్
mistress,మిస్ట్రెస్
Madame,మేడమ్
Aubert,ఆబెర్ట్
Fannie,ఫన్నీ
Brett,బ్రెట్
fellow,తోటి
daughters,కుమార్తెలు
wait,వేచి ఉండండి
home,హోమ్
joins,కలుస్తుంది
rescue,రెస్క్యూ
refers,సూచిస్తుంది
bohemian,బోహేమియన్
flooding,వరదలు
prepared,సిద్ధం
gentleman,పెద్దమనిషి
Evans,ఎవాన్స్
Jones,జోన్స్
Wallace,వాలెస్
Hartley,హార్ట్లీ
bandmaster,బ్యాండ్‌మాస్టర్
violinist,వయోలిన్
plays,నాటకాలు
uplifting,ఉద్ధరించడం
music,సంగీతం
colleagues,సహోద్యోగులు
plunge,గుచ్చు
begins,ప్రారంభమవుతుంది
leads,దారితీస్తుంది
band,బ్యాండ్
performance,పనితీరు
Nearer,దగ్గరగా
God,దేవుడు
Thee,నీవు
tune,ట్యూన్
Bethany,బెథానీ
Mark,మార్క్
Lindsay,లిండ్సే
Chapman,చాప్మన్
Chief,చీఫ్
Henry,హెన్రీ
Wilde,వైల్డ్
chief,చీఫ్
officer,అధికారి
lets,లెట్స్
Before,ముందు
boats,పడవలు
blowing,బ్లోయింగ్
whistle,విజిల్
freezes,గడ్డకట్టండి
uses,ఉపయోగాలు
attract,ఆకర్షించండి
Fifth,ఐదవ
Ewan,ఇవాన్
William,విలియం
charge,ఆరోపణ
rush,రష్
shoots,రెమ్మలు
another,మరొకటి
momentary,క్షణిక
panic,భయాందోళనలు
commits,కమిట్స్
shooting,షూటింగ్
head,తల
nephew,మేనల్లుడు
Scott,స్కాట్
objected,అభ్యంతరం
uncle,అంకుల్
portrayal,చిత్రణ
damaging,నష్టం
heroic,వీరోచిత
reputation,కీర్తి
few,కొన్ని
months,నెలల
vice,వైస్
president,అధ్యక్షుడు
Neeson,నీసన్
went,వెళ్లిన
Dalbeattie,డాల్బీటీ
Scotland,స్కాట్లాండ్
lived,నివసించారు
deliver,బట్వాడా
personal,వ్యక్తిగత
apology,క్షమాపణ
presented,సమర్పించబడింది
donation,విరాళం
High,అధిక
School,పాఠశాల
boost,బూస్ట్
school,పాఠశాల
Memorial,స్మారక చిహ్నం
Prize,బహుమతి
apologized,క్షమాపణలు
DVD,డివిడి
commentary,వ్యాఖ్యానం
fired,తొలగించారు
gunshots,తుపాకీ కాల్పులు
enforce,అమలు
policy,విధానం
According,ప్రకారం
honorable,గౌరవప్రదమైన
gone,పోయింది
bad,చెడ్డది
cowardly,పిరికి
murderer,హంతకుడు
added,జోడించబడింది
sure,ఖచ్చితంగా
sense,సెన్స్
responsibility,బాధ్యత
devotion,భక్తి
duty,విధి
today,ఈ రోజు
This,ఇది
launched,ప్రారంభించబడింది
counterpart,ప్రతిరూపం
port,పోర్ట్
side,వైపు
That,ఆ
something,ఏదో
heroism,వీరత్వం
Phillips,ఫిలిప్స్
Second,రెండవ
Charles,చార్లెస్
Lightoller,లైట్‌లర్
informing,సమాచారం
difficult,కష్టం
icebergs,మంచుకొండలు
without,లేకుండా
breaking,బ్రేకింగ్
following,క్రింది
suggesting,సూచించడం
should,తప్పక
begin,ప్రారంభించండి
boarding,బోర్డింగ్
brandishing,బ్రాండింగ్
gun,తుపాకీ
threatening,బెదిరింపు
use,వా డు
keep,ఉంచండి
top,టాప్
funnel,గరాటు
collapses,కూలిపోతుంది
senior,సీనియర్
survived,ప్రాణాలతో బయటపడింది
producer,నిర్మాత
Kevin,కెవిన్
La,లా
Noy,నోయ్
Third,మూడవది
Herbert,హెర్బర్ట్
Pitman,పిట్మాన్
manning,మన్నింగ్
Simon,సైమన్
Crane,క్రేన్
Fourth,నాల్గవది
Joseph,జోసెఫ్
Boxhall,బాక్స్హాల్
firing,కాల్పులు
flares,మంటలు
shown,చూపబడింది
wings,రెక్కలు
helping,సహాయం
seamen,నావికులు
Ioan,Ioan
Gruffudd,గ్రఫుడ్
Harold,హెరాల్డ్
retrieve,తిరిగి పొందండి
icy,మంచుతో నిండి ఉంది
waters,జలాలు
Fletcher,ఫ్లెచర్
Sixth,ఆరవ
Moody,మూడీ
junior,జూనియర్
admitting,అంగీకరించడం
moments,క్షణాలు
departs,బయలుదేరుతుంది
orders,ఆదేశాలు
put,పుట్
full,పూర్తి
speed,వేగం
ahead,ముందుకు
informs,సమాచారం
clinging,అతుక్కొని
davits,డేవిట్స్
starboard,స్టార్‌బోర్డ్
unsuccessfully,విజయవంతం కాలేదు
attempted,ప్రయత్నించారు
launch,ప్రయోగం
Lancaster,లాంకాస్టర్
Father,తండ్రి
Byles,బైల్స్
Catholic,కాథలిక్
priest,పూజారి
praying,ప్రార్థన
consoling,ఓదార్పు
Lew,లూ
Palter,పాటర్
Elsa,ఎల్సా
Raven,రావెన్
Isidor,ISIDOR
Ida,ఇడా
Straus,స్ట్రాస్
former,మాజీ
owner,యజమాని
Macy,మాసీ
Company,కంపెనీ
congressman,కాంగ్రెస్ సభ్యుడు
member,సభ్యుడు
Jersey,జెర్సీ
Bridge,వంతెన
Commission,కమిషన్
couple,జంట
seats,సీట్లు
together,కలిసి
evacuated,ఖాళీ చేయబడింది
urged,కోరింది
refusing,తిరస్కరించడం
honor,గౌరవం
wedding,పెండ్లి
pledge,ప్రతిజ్ఞ
staying,బస
lying,అబద్ధం
embracing,ఆలింగనం
each,ప్రతి
fills,నింపుతుంది
stateroom,స్టేటర్‌రూమ్
Martin,మార్టిన్
Jarvis,జార్విస్
Sir,సర్
Cosmo,కాస్మో
Duff,డఫ్
Gordon,గోర్డాన్
Scottish,స్కాటిష్
baronet,బారోనెట్
rescued,రక్షించబడింది
Lifeboats,లైఫ్ బోట్లు
emergency,అత్యవసర పరిస్థితి
capacity,సామర్థ్యం
Situated,ఉంది
end,ముగింపు
these,ఇవి
kept,ఉంచారు
case,కేసు
overboard,ఓవర్‌బోర్డ్
fourth,నాల్గవది
secretary,కార్యదర్శి
much,చాలా
criticized,విమర్శలు
conduct,ప్రవర్తన
incident,సంఘటన
suggested,సూచించబడింది
boarded,ఎక్కారు
violation,ఉల్లంఘన
failed,విఫలమైంది
struggling,కష్టపడుతోంది
five,ఐదు
pounds,పౌండ్లు
critical,క్లిష్టమైన
viewed,వీక్షించబడింది
bribe,లంచం
Gordons,గోర్డాన్స్
letter,లేఖ
rediscovered,తిరిగి కనుగొనబడింది
waiting,వేచి ఉంది
vicinity,సమీపంలో
launching,ప్రయోగం
confirmation,నిర్ధారణ
almost,దాదాపు
empty,ఖాళీ
apparently,స్పష్టంగా
glad,సంతోషం
offer,ఆఫర్
simply,కేవలం
fill,పూరించండి
asked,అడిగారు
denied,ఖండించింది
represented,ప్రాతినిధ్యం వహిస్తుంది
British,బ్రిటిష్
Board,బోర్డు
Trade,వాణిజ్యం
inquiry,విచారణ
accepted,ఆమోదించబడిన
denial,తిరస్కరణ
bribing,లంచం
maintained,నిర్వహించబడుతుంది
rowed,రోడ్
towards,వైపు
might,ఉండవచ్చు
Rosalind,రోసలిండ్
Ayres,ఐరెస్
Lady,లేడీ
fashion,ఫ్యాషన్
designer,డిజైనర్
husband,భర్త
rumors,పుకార్లు
forbidden,నిషేధించబడింది
swamped,చిత్తడి
forbidden,నిషేధించబడింది
swamped,చిత్తడి
Rochelle,రోషెల్
No,లేదు
Leslie,లెస్లీ
Countess,కౌంటెస్
Rothes,రోథెస్
Bukaters,బుకాటర్స్
Despite,ఉన్నప్పటికీ
higher,ఉన్నత
row,వరుస
looks,కనిపిస్తోంది
Anderson,అండర్సన్
lookout,లుకౌట్
escapes,ఎస్కేప్స్
Paul,పాల్
Brightwell,బ్రైట్‌వెల్
quartermasters,క్వార్టర్ మాస్టర్స్
refuses,నిరాకరించింది
East,తూర్పు
Reginald,రెజినాల్డ్
Lee,లీ
crow,కాకి
nest,గూడు
survives,బతికి ఉంది
Cooke,కుక్
wireless,వైర్‌లెస్
operator,ఆపరేటర్
whom,ఎవరి
ordered,ఆదేశించారు
send,పంపండి
distress,బాధ
signal,సిగ్నల్
Craig,క్రెయిగ్
Kelly,కెల్లీ
Bride,వధువు
Liam,లియామ్
Tuohy,తుయోహీ
Baker,బేకర్
Joughin,జౌగిన్
baker,బేకర్
stand,స్టాండ్
falls,జలపాతం
finally,చివరగా
hanging,వేలాడుతున్న
drinking,మద్యపానం
brandy,బ్రాందీ
flask,ఫ్లాస్క్
testimony,సాక్ష్యం
rode,రోడ్
stepped,స్టెప్డ్
getting,పొందడం
hair,జుట్టు
wet,తడి
admitted,అంగీకరించారు
hardly,అరుదుగా
feeling,భావన
likely,అవకాశం
thanks,ధన్యవాదాలు
alcohol,ఆల్కహాల్
deleted,తొలగించబడింది
throwing,విసరడం
deckchairs,డెక్ కుర్చీలు
taking,తీసుకోవడం
drink,పానీయం
bottle,బాటిల్
Terry,టెర్రీ
Forrestal,ఫారెస్టల్
Engineer,ఇంజనీర్
Bell,బెల్
men,పురుషులు
throughout,అంతటా
lights,లైట్లు
power,శక్తి
signals,సిగ్నల్స్
portrays,చిత్రీకరిస్తుంది
engineers,ఇంజనీర్లు
bowels,ప్రేగులు
suggest,సూచించండి
least,కనీసం
come,రండి
became,అయ్యింది
severe,తీవ్రమైన
Greaser,గ్రీజర్
testified,సాక్ష్యమిచ్చారు
eight,ఎనిమిది
against,వ్యతిరేకంగా
electric,విద్యుత్
crane,క్రేన్
Boat,పడవ
Deck,డెక్
Cameos,కామియోస్
Several,అనేక
appear,కనిపిస్తుంది
Anatoly,అనాటోలీ
Sagalevich,సాగలేవిచ్
creator,సృష్టికర్త
pilot,పైలట్
Mir,మీర్
self,స్వీయ
propelled,ప్రొపెల్డ్
Deep,లోతైన
Submergence,మునిగిపోవడం
Vehicle,వాహనం
Van,వాన్
Ling,లింగ్
Fang,ఫాంగ్
Lang,లాంగ్
backstory,బ్యాక్‌స్టోరీ
produce,ఉత్పత్తి
documentary,డాక్యుమెంటరీ
Six,ఆరు
group,సమూహం
Chinese,చైనీస్
Anders,అండర్స్
Falk,ఫాక్
filmed,చిత్రీకరించబడింది
sets,సెట్లు
Society,సమాజం
cameo,కామియో
appearance,స్వరూపం
Swedish,స్వీడిష్
immigrant,వలస
enters,ప్రవేశిస్తుంది
cabin,క్యాబిన్
Kamuda,కముడా
Karen,కరెన్
President,అధ్యక్షుడు
Vice,వైస్
served,వడ్డించారు
consultants,కన్సల్టెంట్స్
extras,ఎక్స్‌ట్రాలు
Pre,ముందు
Writing,రచన
long,పొడవు
Mount,మౌంట్
Everest,ఎవరెస్ట్
point,పాయింట్
consider,పరిగణించండి
undersea,అండర్సియా
mental,మానసిక
restlessness,చంచలత
live,లైవ్
away,దూరంగా
switched,మారారు
sciences,శాస్త్రాలు
arts,కళలు
college,కళాశాల
IMAX,ఐమాక్స్
Titanica,టైటానికా
seek,కోరుకుంటారు
wanted,వాంటెడ్
movie,సినిమా
dive,డైవ్
shipwreck,షిప్‌రెక్
wrote,రాశారు
scriptment,స్క్రిప్ట్మెంట్
met,మెట్
executives,ఎగ్జిక్యూటివ్స్
Peter,పీటర్
Chernin,చెర్నిన్
pitched,పిచ్
unconvinced,అంగీకరించలేదు
commercial,వాణిజ్య
potential,సంభావ్యత
hoped,ఆశించారు
action,చర్య
similar,ఇలాంటివి
films,సినిమాలు
approved,ఆమోదించబడింది
project,ప్రాజెక్ట్
term,పదం
promote,ప్రోత్సహించండి
publicity,పబ్లిసిటీ
afforded,భరించబడింది
organized,వ్యవస్థీకృత
dives,డైవ్స్
period,కాలం
simulating,అనుకరణ
special,ప్రత్యేక
provide,అందించడానికి
value,విలువ
We,మేము
either,గాని
do,చేయండి
shots,షాట్లు
elaborate,విస్తృతమైన
motion,కదలిక
control,నియంత్రణ
CG,Cg
cost,ఖరీదు
amount,మొత్తం
we,మేము
spend,ఖర్చు
plus,ప్లస్
per,per
cent,శాతం
actually,అసలైన
shoot,షూట్
Atlantic,అట్లాంటిక్
times,సార్లు
work,పని
risky,ప్రమాదకర
kill,చంపండి
tiny,చిన్నది
flaw,లోపం
submersible,సబ్మెర్సిబుల్
structure,నిర్మాణం
Additionally,అదనంగా
adverse,ప్రతికూల
conditions,షరతులు
prevented,నిరోధించబడింది
submersibles,సబ్మెర్సిబుల్స్
collided,Ided ీకొట్టింది
hull,హల్
sub,ఉప
leaving,వదిలి
fragments,శకలాలు
propeller,ప్రొపెల్లర్
shroud,ముసుగు
scattered,చెల్లాచెదురుగా
superstructure,సూపర్ స్ట్రక్చర్
external,బాహ్య
bulkhead,బల్క్‌హెడ్
captain,కెప్టెన్
quarters,క్వార్టర్స్
collapsed,కూలిపోయింది
exposing,బహిర్గతం
interior,లోపలి భాగం
area,ప్రాంతం
entrance,ప్రవేశం
damaged,దెబ్బతిన్న
Descending,అవరోహణ
emphasized,ఉద్ఘాటించాడు
event,ఈవెంట్
Working,పని
profound,లోతైన
sadness,విచారం
injustice,అన్యాయం
message,సందేశం
mantle,మాంటిల్
aware,తెలుసు
filmmaker,చిత్రనిర్మాత
visit,సందర్శించండి
novel,నవల
happened,జరిగింది
mere,కేవలం
morality,నైతికత
tale,కథ
audiences,ప్రేక్షకులు
experience,అనుభవం
living,జీవించి ఉన్న
element,మూలకం
tragedy,విషాదం
romance,రొమాన్స్
engaging,మనసుకు
destroyed,ధ్వంసమైంది
mourn,సంతాపం
All,అన్నీ
my,నా
stories,కథలు
balance,సంతులనం
right,కుడి
fastidious,ఫాస్టిడియస్
overlay,అతివ్యాప్తి
underwater,నీటి అడుగున
writing,రచన
screenplay,స్క్రీన్ ప్లే
spent,ఖర్చు
researching,పరిశోధన
created,సృష్టించబడింది
detailed,వివరంగా
timeline,కాలక్రమం
verified,ధృవీకరించబడింది
experts,నిపుణులు
beginning,ప్రారంభం
clear,క్లియర్
picture,చిత్రం
what,ఏమి
set,సెట్
bar,బార్
elevated,ఎలివేటెడ్
definitive,నిశ్చయాత్మకమైన
visualization,విజువలైజేషన్
machine,యంత్రం
influenced,ప్రభావితమైంది
youth,యువత
liberally,సరళంగా
copied,కాపీ
dialogue,సంభాషణ
lively,సజీవ
party,పార్టీ
musicians,సంగీతకారులు
playing,ఆడుతోంది
framed,ఫ్రేమ్డ్
elderly,వృద్ధులు
intervening,జోక్యం
palpable,స్పష్టమైన
poignant,పదునైన
answer,సమాధానం
supply,సరఫరా
personally,వ్యక్తిగతంగా
individually,వ్యక్తిగతంగా
modeling,మోడలింగ్
Harland,హార్లాండ్
Wolff,వోల్ఫ్
builders,బిల్డర్లు
opened,తెరిచింది
private,ప్రైవేట్
archives,ఆర్కైవ్స్
sharing,భాగస్వామ్యం
blueprints,బ్లూప్రింట్స్
For,కోసం
interiors,ఇంటీరియర్స్
Lamont,లామోంట్
artifacts,కళాఖండాలు
era,ERA
newness,కొత్తదనం
meant,అర్థం
every,ప్రతి
prop,ఆసరా
scratch,స్క్రాచ్
acquired,సంపాదించబడింది
acres,ఎకరాలు
waterfront,వాటర్ ఫ్రంట్
south,దక్షిణ
Playas,ప్లేయాస్
Rosarito,రోసారిటో
Mexico,మెక్సికో
